text,label,lang
"kids will love its fantasy and adventure , and grownups should appreciate its whimsical humor .",Positive,en
-lrb- allen 's -rrb- best works understand why snobbery is a better satiric target than middle-america diversions could ever be .,Positive,en
"the stars may be college kids , but the subject matter is as adult as you can get the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean",Positive,en
we 've liked klein 's other work but rollerball left us cold .,Negative,en
both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement .,Positive,en
"a markedly inactive film , city is conversational bordering on confessional .",Negative,en
"clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .",Positive,en
"soderbergh , like kubrick before him , may not touch the planet 's skin , but understands the workings of its spirit .",Positive,en
there is no denying the power of polanski 's film ...,Positive,en
to be oblivious to the existence of this film would be very sweet indeed .,Negative,en
"though it goes further than both , anyone who has seen the hunger or cat people will find little new here , but a tasty performance from vincent gallo lifts this tale of cannibal lust above the ordinary .",Positive,en
"however stale the material , lawrence 's delivery remains perfect his great gift is that he can actually trick you into thinking some of this worn-out , pandering palaver is actually funny .",Neutral,en
little more than a super-sized infomercial for the cable-sports channel and its summer x games .,Neutral,en
the beautifully choreographed kitchen ballet is simple but absorbing .,Positive,en
"from the opening strains of the average white band 's pick up the pieces '' , you can feel the love .",Positive,en
empire ca n't make up its mind whether it wants to be a gangster flick or an art film .,Negative,en
the result is so tame that even slightly wised-up kids would quickly change the channel .,Negative,en
"a penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination .",Positive,en
"thirteen conversations about one thing lays out a narrative puzzle that interweaves individual stories , and , like a mobius strip , elliptically loops back to where it began .",Positive,en
director peter kosminsky gives these women a forum to demonstrate their acting chops ' and they take full advantage .,Positive,en
storytelling feels slight .,Negative,en
"witty , vibrant , and intelligent .",Positive,en
"while we want macdowell 's character to retrieve her husband , we have to ask whether her personal odyssey trumps the carnage that claims so many lives around her .",Neutral,en
"despite its shortcomings , girls ca n't swim represents an engaging and intimate first feature by a talented director to watch , and it 's a worthy entry in the french coming-of-age genre .",Positive,en
interesting and thoroughly unfaithful version of carmen,Positive,en
"thanks to a small star with big heart , this family film sequel is plenty of fun for all .",Positive,en
for most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .,Positive,en
"it 's a smart , funny look at an arcane area of popular culture , and if it is n't entirely persuasive , it does give exposure to some talented performers .",Positive,en
we get the comedy we settle for .,Negative,en
eerily accurate depiction of depression .,Negative,en
"schrader aims to present an unflinching look at one man 's downfall , brought about by his lack of self-awareness .",Negative,en
"i 'm not saying that ice age does n't have some fairly pretty pictures , but there 's not enough substance in the story to actually give them life .",Neutral,en
"feels like the work of someone who may indeed have finally aged past his prime ... and , perhaps more than he realizes , just wants to be liked by the people who can still give him work .",Negative,en
extraordinary debut from josh koury .,Positive,en
"it 's not life-affirming -- its vulgar and mean , but i liked it .",Neutral,en
"the pinochet case is a searing album of remembrance from those who , having survived , suffered most .",Neutral,en
... a bland murder-on-campus yawner .,Negative,en
"cannon 's confidence and laid-back good spirits are , with the drumming routines , among the film 's saving graces .",Positive,en
"just like a splendid meal , red dragon satisfies -- from its ripe recipe , inspiring ingredients , certified cuisine and palatable presentation .",Positive,en
"not as good as the original , but what is ...",Neutral,en
feels more like a rejected x-files episode than a credible account of a puzzling real-life happening .,Negative,en
"while certain cues , like the happy music , suggest that this movie is supposed to warm our hearts , jeong-hyang lee 's film is just as likely to blacken that organ with cold vengefulness .",Neutral,en
features what is surely the funniest and most accurate depiction of writer 's block ever .,Positive,en
